Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,TotalIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000324,Female,No,0,Graduate,No,3166,2985,6151,132,360,,Rural,Y
LP000325,Male,Yes,3,Graduate,No,15000,0,15000,300,360,1,Rural,Y
LP000326,Male,Yes,1,Graduate,Yes,8666,4983,13649,376,360,0,Rural,N
LP000327,Male,No,0,Graduate,No,4917,0,4917,130,360,0,Rural,Y
LP000328,Male,Yes,0,Graduate,Yes,5818,2160,7978,184,360,1,Semiurban,Y
LP000329,Female,Yes,0,Graduate,No,4333,2451,6784,110,360,1,Urban,N
LP000330,Female,No,0,Graduate,No,2500,0,2500,67,360,1,Urban,Y
LP000331,Male,No,1,Graduate,No,4384,1793,6177,117,360,1,Urban,Y
LP000332,Male,No,0,Graduate,No,2935,0,2935,98,360,1,Semiurban,Y
LP000333,Male,No,,Graduate,No,2833,0,2833,71,360,1,Urban,Y
LP000334,Male,Yes,0,Graduate,,63337,0,63337,490,180,1,Urban,Y
LP000335,,Yes,1,Graduate,Yes,9833,1833,11666,182,180,1,Urban,Y
LP000336,Male,Yes,,Graduate,Yes,5503,4490,9993,70,,1,Semiurban,Y
LP000337,Male,Yes,1,Graduate,,5250,688,5938,160,360,1,Rural,Y
LP000338,Male,Yes,2,Graduate,Yes,2500,4600,7100,176,360,1,Rural,Y
LP000339,Female,No,3,NotGraduate,No,1830,0,1830,,360,0,Urban,N
LP000340,Female,No,0,Graduate,No,4160,0,4160,71,360,1,Semiurban,Y
LP000341,Male,Yes,3,NotGraduate,No,2647,1587,4234,173,360,1,Rural,N
LP000342,Female,No,0,Graduate,No,2378,0,2378,46,360,1,Rural,N
LP000343,Male,Yes,1,NotGraduate,No,4554,1229,5783,158,360,1,Urban,Y
LP000344,Male,Yes,3,NotGraduate,No,3173,0,3173,74,360,1,Semiurban,Y
LP000345,Male,Yes,2,Graduate,,2583,2330,4913,125,360,1,Rural,Y
LP000346,Male,Yes,0,Graduate,No,2499,2458,4957,160,360,1,Semiurban,Y
LP000347,Male,Yes,,NotGraduate,No,3523,3230,6753,152,360,0,Rural,N
LP000348,Male,Yes,2,NotGraduate,No,3083,2168,5251,126,360,1,Urban,Y
LP000349,Male,Yes,0,Graduate,No,6333,4583,10916,259,360,,Semiurban,Y
LP000350,Male,Yes,0,Graduate,No,2625,6250,8875,187,360,1,Rural,Y
LP000351,Male,Yes,0,Graduate,No,9083,0,9083,228,360,1,Semiurban,Y
LP000352,Male,No,0,Graduate,No,8750,4167,12917,308,360,1,Rural,N
LP000353,Male,Yes,3,Graduate,No,2666,2083,4749,95,360,1,Rural,Y
LP000354,Female,Yes,0,Graduate,Yes,5500,0,5500,105,360,0,Rural,N
LP000355,Female,Yes,0,Graduate,No,2423,505,2928,130,360,1,Semiurban,Y
LP000356,Female,No,,Graduate,No,3813,0,3813,116,180,1,Urban,Y
LP000357,Male,Yes,2,Graduate,No,8333,3167,11500,165,360,1,Rural,Y
LP000358,Male,Yes,1,Graduate,No,3875,0,3875,67,360,1,Urban,N
LP000359,Male,Yes,0,NotGraduate,No,3000,1666,4666,100,480,0,Urban,N
LP000360,Male,Yes,3,Graduate,No,5167,3167,8334,200,360,1,Semiurban,Y
LP000361,Female,No,1,Graduate,No,4723,0,4723,81,360,1,Semiurban,N
LP000362,Male,Yes,2,Graduate,No,5000,3667,8667,236,360,1,Semiurban,Y
LP000363,Male,Yes,0,Graduate,No,4750,2333,7083,130,360,1,Urban,Y
LP000364,Male,Yes,0,Graduate,No,3013,3033,6046,95,300,,Urban,Y
LP000365,Male,No,0,Graduate,Yes,6822,0,6822,141,360,1,Rural,Y
LP000366,Male,No,0,NotGraduate,No,6216,0,6216,133,360,1,Rural,N
LP000367,Male,No,0,Graduate,No,2500,0,2500,96,480,1,Semiurban,N
LP000368,Male,No,0,Graduate,No,5124,0,5124,124,,0,Rural,N
LP000369,Male,Yes,1,Graduate,No,6325,0,6325,175,360,1,Semiurban,Y
LP000370,Male,Yes,0,Graduate,No,19730,5266,24996,570,360,1,Rural,N
LP000371,Female,No,0,Graduate,Yes,15759,0,15759,55,360,1,Semiurban,Y
LP000372,Male,Yes,2,Graduate,No,5185,0,5185,155,360,1,Semiurban,Y
LP000373,Male,Yes,2,Graduate,Yes,9323,7873,17196,380,300,1,Rural,Y
LP000374,Male,No,1,Graduate,No,3062,1987,5049,111,180,0,Urban,N
LP000375,Female,No,0,Graduate,,2764,1459,4223,110,360,1,Urban,Y
LP000376,Male,Yes,0,Graduate,No,4817,923,5740,120,180,1,Urban,Y
LP000377,Male,Yes,3,Graduate,No,8750,4996,13746,130,360,1,Rural,Y
LP000378,Male,Yes,0,Graduate,No,4310,0,4310,130,360,,Semiurban,Y
LP000379,Male,No,0,Graduate,No,3069,0,3069,71,480,1,Urban,N
LP000380,Male,Yes,2,Graduate,No,5391,0,5391,130,360,1,Urban,Y
LP000381,Male,Yes,0,Graduate,,3333,2500,5833,128,360,1,Semiurban,Y
LP000382,Male,No,0,Graduate,No,5941,4232,10173,296,360,1,Semiurban,Y
LP000383,Female,No,0,Graduate,No,6000,0,6000,156,360,1,Urban,Y
LP000384,Male,No,0,Graduate,Yes,7167,0,7167,128,360,1,Urban,Y
LP000385,Male,Yes,2,Graduate,No,4566,0,4566,100,360,1,Urban,N
LP000386,Male,No,1,Graduate,,3667,0,3667,113,180,1,Urban,Y
LP000387,Male,No,0,NotGraduate,No,2346,1600,3946,132,360,1,Semiurban,Y
LP000388,Male,Yes,0,NotGraduate,No,3010,3136,6146,,360,0,Urban,N
LP000389,Male,Yes,0,Graduate,No,2333,2417,4750,136,360,1,Urban,Y
LP000390,Male,Yes,0,Graduate,No,5488,0,5488,125,360,1,Rural,Y
LP000391,Male,No,3,Graduate,No,9167,0,9167,185,360,1,Rural,Y
LP000392,Male,Yes,3,Graduate,No,9504,0,9504,275,360,1,Rural,Y
LP000393,Male,Yes,0,Graduate,No,2583,2115,4698,120,360,,Urban,Y
LP000394,Male,Yes,2,NotGraduate,No,1993,1625,3618,113,180,1,Semiurban,Y
LP000395,Male,Yes,2,Graduate,No,3100,1400,4500,113,360,1,Urban,Y
LP000396,Male,Yes,2,Graduate,No,3276,484,3760,135,360,,Semiurban,Y
LP000397,Female,No,0,Graduate,No,3180,0,3180,71,360,0,Urban,N
LP000398,Male,Yes,0,Graduate,No,3033,1459,4492,95,360,1,Urban,Y
LP000399,Male,No,0,NotGraduate,No,3902,1666,5568,109,360,1,Rural,Y
LP000400,Female,No,0,Graduate,No,1500,1800,3300,103,360,0,Semiurban,N
LP000401,Male,Yes,2,NotGraduate,No,2889,0,2889,45,180,0,Urban,N
LP000402,Male,No,0,NotGraduate,No,2755,0,2755,65,300,1,Rural,N
LP000403,Male,No,0,Graduate,No,2500,20000,22500,103,360,1,Semiurban,Y
LP000404,Female,No,0,NotGraduate,No,1963,0,1963,53,360,1,Semiurban,Y
LP000405,Female,No,0,Graduate,Yes,7441,0,7441,194,360,1,Rural,N
LP000406,Female,No,0,Graduate,No,4547,0,4547,115,360,1,Semiurban,Y
LP000407,Male,Yes,0,NotGraduate,No,2167,2400,4567,115,360,1,Urban,Y
LP000408,Female,No,0,NotGraduate,No,2213,0,2213,66,360,1,Rural,Y
LP000409,Male,Yes,1,Graduate,No,8300,0,8300,152,300,0,Semiurban,N
LP000410,Male,Yes,3,Graduate,No,81000,0,81000,360,360,0,Rural,N
LP000411,Female,No,1,NotGraduate,Yes,3867,0,3867,62,360,1,Semiurban,N
LP000412,Male,Yes,0,Graduate,,6256,0,6256,160,360,,Urban,Y
LP000413,Male,Yes,0,NotGraduate,No,6096,0,6096,218,360,0,Rural,N
LP000414,Male,Yes,0,NotGraduate,No,2253,2033,4286,110,360,1,Rural,Y
LP000415,Female,Yes,0,NotGraduate,No,2149,3237,5386,178,360,0,Semiurban,N
LP000416,Female,No,0,Graduate,No,2995,0,2995,60,360,1,Urban,Y
LP000417,Female,No,1,Graduate,No,2600,0,2600,160,360,1,Urban,N
LP000418,Male,Yes,2,Graduate,Yes,1600,20000,21600,239,360,1,Urban,N
LP000419,Male,Yes,0,Graduate,No,1025,2773,3798,112,360,1,Rural,Y
LP000420,Male,Yes,0,Graduate,No,3246,1417,4663,138,360,1,Semiurban,Y
LP000421,Male,Yes,0,Graduate,No,5829,0,5829,138,360,1,Rural,Y
LP000422,Female,No,0,NotGraduate,No,2720,0,2720,80,,0,Urban,N
LP000423,Male,Yes,0,Graduate,No,1820,1719,3539,100,360,1,Urban,Y
LP000424,Male,Yes,1,Graduate,No,7250,1667,8917,110,,0,Urban,N
LP000425,Male,Yes,0,Graduate,No,14880,0,14880,96,360,1,Semiurban,Y
LP000426,Male,Yes,0,Graduate,No,2666,4300,6966,121,360,1,Rural,Y
LP000427,Female,No,1,NotGraduate,No,4606,0,4606,81,360,1,Rural,N
LP000428,Male,Yes,2,Graduate,No,5935,0,5935,133,360,1,Semiurban,Y
LP000429,Male,Yes,0,Graduate,No,2920,1.612.000.084,1612003004,87,360,1,Rural,Y
LP000430,Male,No,0,NotGraduate,No,2717,0,2717,60,180,1,Urban,Y
LP000431,Female,No,1,Graduate,Yes,8624,0,8624,150,360,1,Semiurban,Y
LP000432,Male,No,0,Graduate,No,6500,0,6500,105,360,0,Rural,N
LP000433,Male,No,0,Graduate,,12876,0,12876,405,360,1,Semiurban,Y
LP000434,Male,Yes,0,Graduate,No,2425,2340,4765,143,360,1,Semiurban,Y
LP000435,Male,No,0,Graduate,No,3750,0,3750,100,360,1,Urban,Y
LP000436,Female,,,Graduate,No,10047,0,10047,,240,1,Semiurban,Y
LP000437,Male,No,0,Graduate,No,1926,1851,3777,50,360,1,Semiurban,Y
LP000438,Male,Yes,0,Graduate,No,2213,1125,3338,,360,1,Urban,Y
LP000439,Male,No,0,Graduate,Yes,10416,0,10416,187,360,0,Urban,N
LP000440,Female,Yes,0,NotGraduate,Yes,7142,0,7142,138,360,1,Rural,Y
LP000441,Male,No,0,Graduate,No,3660,5064,8724,187,360,1,Semiurban,Y
LP000442,Male,Yes,0,Graduate,No,7901,1833,9734,180,360,1,Rural,Y
LP000443,Male,No,3,NotGraduate,No,4707,1993,6700,148,360,1,Semiurban,Y
LP000444,Male,No,1,Graduate,No,37719,0,37719,152,360,1,Semiurban,Y
LP000445,Male,Yes,0,Graduate,No,7333,8333,15666,175,300,,Rural,Y
LP000446,Male,Yes,1,Graduate,Yes,3466,1210,4676,130,360,1,Rural,Y
LP000447,Male,Yes,2,NotGraduate,No,4652,0,4652,110,360,1,Rural,Y
LP000448,Male,Yes,0,Graduate,,3539,1376,4915,55,360,1,Rural,N
LP000449,Male,Yes,2,Graduate,No,3340,1710,5050,150,360,0,Rural,N
LP000450,Male,No,1,NotGraduate,Yes,2769,1542,4311,190,360,,Semiurban,N
LP000451,Male,Yes,2,NotGraduate,No,2309,1255,3564,125,360,0,Rural,N
LP000452,Male,Yes,2,NotGraduate,No,1958,1456,3414,60,300,,Urban,Y
LP000453,Male,Yes,0,Graduate,No,3948,1733,5681,149,360,0,Rural,N
LP000454,Male,Yes,0,Graduate,No,2483,2466,4949,90,180,0,Rural,Y
LP000455,Male,No,0,Graduate,Yes,7085,0,7085,84,360,1,Semiurban,Y
LP000456,Male,Yes,2,Graduate,No,3859,0,3859,96,360,1,Semiurban,Y
LP000457,Male,Yes,0,Graduate,No,4301,0,4301,118,360,1,Urban,Y
LP000458,Male,Yes,0,Graduate,No,3708,2569,6277,173,360,1,Urban,N
LP000459,Male,No,2,Graduate,No,4354,0,4354,136,360,1,Rural,Y
LP000460,Male,Yes,0,Graduate,No,8334,0,8334,160,360,1,Semiurban,N
LP000461,,Yes,0,Graduate,Yes,2083,4083,6166,160,360,,Semiurban,Y
LP000462,Male,Yes,3,Graduate,No,7740,0,7740,128,180,1,Urban,Y
LP000463,Male,Yes,0,Graduate,No,3015,2188,5203,153,360,1,Rural,Y
LP000464,Female,No,1,NotGraduate,,5191,0,5191,132,360,1,Semiurban,Y
LP000465,Male,No,0,Graduate,No,4166,0,4166,98,360,0,Semiurban,N
LP000466,Male,No,0,Graduate,No,6000,0,6000,140,360,1,Rural,Y
LP000467,Male,Yes,3,NotGraduate,No,2947,1664,4611,70,180,0,Urban,N
LP000468,,Yes,0,Graduate,No,16692,0,16692,110,360,1,Semiurban,Y
LP000469,Female,Yes,2,NotGraduate,,210,2917,3127,98,360,1,Semiurban,Y
LP000470,Male,Yes,0,Graduate,No,4333,2451,6784,110,360,1,Urban,N
LP000471,Male,Yes,1,Graduate,Yes,3450,2079,5529,162,360,1,Semiurban,Y
LP000472,Male,Yes,1,NotGraduate,No,2653,1500,4153,113,180,0,Rural,N
LP000473,Male,Yes,3,Graduate,No,4691,0,4691,100,360,1,Semiurban,Y
LP000474,Female,No,0,Graduate,Yes,2500,0,2500,93,360,,Urban,Y
LP000475,Male,No,2,Graduate,No,5532,4648,10180,162,360,1,Rural,Y
LP000476,Male,Yes,2,Graduate,Yes,16525,1014,17539,150,360,1,Rural,Y
LP000477,Male,Yes,2,Graduate,No,6700,1750,8450,230,300,1,Semiurban,Y
LP000478,,Yes,2,Graduate,No,2873,1872,4745,132,360,0,Semiurban,N
LP000479,Male,Yes,1,Graduate,Yes,16667,2250,18917,86,360,1,Semiurban,Y
LP000480,Male,Yes,2,Graduate,No,2947,1603,4550,,360,1,Urban,N
LP000481,Female,No,0,NotGraduate,No,4350,0,4350,154,360,1,Rural,Y
LP000482,Male,Yes,3,NotGraduate,No,3095,0,3095,113,360,1,Rural,Y
LP000483,Male,Yes,0,Graduate,No,2083,3150,5233,128,360,1,Semiurban,Y
LP000484,Male,Yes,0,Graduate,No,10833,0,10833,234,360,1,Semiurban,Y
LP000485,Male,Yes,2,Graduate,No,8333,0,8333,246,360,1,Semiurban,Y
LP000486,Male,Yes,1,NotGraduate,No,1958,2436,4394,131,360,1,Rural,Y
LP000487,Male,No,2,Graduate,No,3547,0,3547,80,360,0,Rural,N
LP000488,Male,Yes,1,Graduate,No,18333,0,18333,500,360,1,Urban,N
LP000489,Male,Yes,2,Graduate,Yes,4583,2083,6666,160,360,1,Semiurban,Y
LP000490,Male,No,0,Graduate,No,2435,0,2435,75,360,1,Urban,N
LP000491,Male,No,0,NotGraduate,No,2699,2785,5484,96,360,,Semiurban,Y
LP000492,Male,Yes,1,NotGraduate,No,5333,1131,6464,186,360,,Urban,Y
LP000493,Male,No,0,NotGraduate,No,3691,0,3691,110,360,1,Rural,Y
LP000494,Female,No,0,NotGraduate,Yes,17263,0,17263,225,360,1,Semiurban,Y
LP000495,Male,Yes,0,Graduate,No,3597,2157,5754,119,360,0,Rural,N
LP000496,Female,Yes,1,Graduate,No,3326,913,4239,105,84,1,Semiurban,Y
LP000497,Male,Yes,0,NotGraduate,No,2600,1700,4300,107,360,1,Rural,Y
LP000498,Male,Yes,0,Graduate,No,4625,2857,7482,111,12,,Urban,Y
LP000499,Male,Yes,1,Graduate,Yes,2895,0,2895,95,360,1,Semiurban,Y
LP000500,Male,No,0,Graduate,No,6283,4416,10699,209,360,0,Rural,N
LP000501,Female,No,0,Graduate,No,645,3683,4328,113,480,1,Rural,Y
LP000502,Female,No,0,Graduate,No,3159,0,3159,100,360,1,Semiurban,Y
LP000503,Male,Yes,2,Graduate,No,4865,5624,10489,208,360,1,Semiurban,Y
LP000504,Male,Yes,1,NotGraduate,No,4050,5302,9352,138,360,,Rural,N
LP000505,Male,Yes,0,NotGraduate,No,3814,1483,5297,124,300,1,Semiurban,Y
LP000506,Male,Yes,2,Graduate,No,3510,4416,7926,243,360,1,Rural,Y
LP000507,Male,Yes,0,Graduate,No,20833,6667,27500,480,360,,Urban,Y
LP000508,,No,0,Graduate,No,3583,0,3583,96,360,1,Urban,N
LP000509,Male,Yes,0,Graduate,Yes,2479,3013,5492,188,360,1,Urban,Y
LP000510,Female,No,1,Graduate,No,13262,0,13262,40,360,1,Urban,Y
LP000511,Male,No,0,NotGraduate,No,3598,1287,4885,100,360,1,Rural,N
LP000512,Male,Yes,1,Graduate,No,6065,2004,8069,250,360,1,Semiurban,Y
LP000513,Male,Yes,2,Graduate,No,3283,2035,5318,148,360,1,Urban,Y
LP000514,Male,Yes,0,Graduate,No,2130,6666,8796,70,180,1,Semiurban,N
LP000515,Male,No,0,Graduate,No,5815,3666,9481,311,360,1,Rural,N
LP000516,Male,Yes,3,Graduate,No,3466,3428,6894,150,360,1,Rural,Y
LP000517,Female,Yes,2,Graduate,No,2031,1632,3663,113,480,1,Semiurban,Y
LP000518,Male,Yes,,NotGraduate,No,3074,1800,4874,123,360,0,Semiurban,N
LP000519,Male,No,0,Graduate,No,4683,1915,6598,185,360,1,Semiurban,N
LP000520,Female,No,0,NotGraduate,No,3400,0,3400,95,360,1,Rural,N
LP000521,Male,Yes,2,NotGraduate,No,2192,1742,3934,45,360,1,Semiurban,Y
LP000522,Male,No,0,Graduate,No,2500,0,2500,55,360,1,Semiurban,Y
LP000523,Male,Yes,3,Graduate,Yes,5677,1424,7101,100,360,1,Rural,Y
LP000524,Male,Yes,2,Graduate,Yes,7948,7166,15114,480,360,1,Rural,Y
LP000525,Male,No,0,Graduate,No,4680,2087,6767,,360,1,Semiurban,N
LP000526,Male,Yes,2,Graduate,Yes,17500,0,17500,400,360,1,Rural,Y
LP000527,Male,Yes,0,Graduate,No,3775,0,3775,110,360,1,Semiurban,Y
LP000528,Male,Yes,1,NotGraduate,No,5285,1430,6715,161,360,0,Semiurban,Y
LP000529,Male,No,1,NotGraduate,No,2679,1302,3981,94,360,1,Semiurban,Y
LP000530,Male,No,0,NotGraduate,No,6783,0,6783,130,360,1,Semiurban,Y
LP000531,Male,Yes,0,Graduate,No,1025,5500,6525,216,360,,Rural,Y
LP000532,Male,Yes,3,Graduate,No,4281,0,4281,100,360,1,Urban,Y
LP000533,Male,No,2,Graduate,No,3588,0,3588,110,360,0,Rural,N
LP000534,Male,No,1,Graduate,No,11250,0,11250,196,360,,Semiurban,N
LP000535,Female,No,0,NotGraduate,Yes,18165,0,18165,125,360,1,Urban,Y
LP000536,Male,No,0,NotGraduate,,2550,2042,4592,126,360,1,Rural,Y
LP000537,Male,Yes,0,Graduate,No,6133,3906,10039,324,360,1,Urban,Y
LP000538,Male,No,2,Graduate,No,3617,0,3617,107,360,1,Semiurban,Y
LP000539,Male,Yes,0,NotGraduate,No,2917,536,3453,66,360,1,Rural,N
LP000540,Male,Yes,3,Graduate,No,6417,0,6417,157,180,1,Rural,Y
LP000541,Female,Yes,1,Graduate,No,4608,2845,7453,140,180,1,Semiurban,Y
LP000542,Female,No,0,Graduate,No,2138,0,2138,99,360,0,Semiurban,N
LP000543,Female,No,1,Graduate,,3652,0,3652,95,360,1,Semiurban,Y
LP000544,Male,Yes,1,NotGraduate,No,2239,2524,4763,128,360,1,Urban,Y
LP000545,Female,Yes,0,NotGraduate,No,3017,663,3680,102,360,,Semiurban,Y
LP000546,Male,Yes,0,Graduate,No,2768,1950,4718,155,360,1,Rural,Y
LP000547,Male,No,0,NotGraduate,No,3358,0,3358,80,36,1,Semiurban,N
LP000548,Male,No,0,Graduate,No,2526,1783,4309,145,360,1,Rural,Y
LP000549,Female,No,0,Graduate,No,5000,0,5000,103,360,0,Semiurban,N
LP000550,Male,Yes,0,Graduate,No,2785,2016,4801,110,360,1,Rural,Y
LP000551,Male,Yes,2,Graduate,Yes,6633,0,6633,,360,0,Rural,N
LP000552,Male,Yes,1,NotGraduate,No,2492,2375,4867,,360,1,Rural,Y
LP000553,Male,Yes,1,Graduate,No,3333,3250,6583,158,360,1,Urban,Y
LP000554,Male,Yes,0,NotGraduate,No,2454,2333,4787,181,360,0,Urban,N
LP000555,Male,Yes,0,Graduate,No,3593,4266,7859,132,180,0,Rural,N
LP000556,Male,Yes,1,Graduate,No,5468,1032,6500,26,360,1,Semiurban,Y
LP000557,Female,No,0,Graduate,No,2667,1625,4292,84,360,,Urban,Y
LP000558,Male,Yes,3,Graduate,Yes,10139,0,10139,260,360,1,Semiurban,Y
LP000559,Male,Yes,0,Graduate,No,3887,2669,6556,162,360,1,Semiurban,Y
LP000560,Female,Yes,0,Graduate,No,4180,2306,6486,182,360,1,Semiurban,Y
LP000561,Male,Yes,2,NotGraduate,No,3675,242,3917,108,360,1,Semiurban,Y
LP000562,Female,Yes,1,Graduate,Yes,19484,0,19484,600,360,1,Semiurban,Y
LP000563,Male,Yes,0,Graduate,No,5923,2054,7977,211,360,1,Rural,Y
LP000564,Male,No,0,NotGraduate,Yes,5800,0,5800,132,360,1,Semiurban,Y
LP000565,Male,Yes,2,Graduate,No,8799,0,8799,258,360,0,Urban,N
LP000566,Male,Yes,0,NotGraduate,No,4467,0,4467,120,360,,Rural,Y
LP000567,Male,No,0,Graduate,No,3333,0,3333,70,360,1,Urban,Y
LP000568,Male,Yes,3,Graduate,No,3400,2500,5900,123,360,0,Rural,N
LP000569,Female,No,0,Graduate,No,2378,0,2378,9,360,1,Urban,N
LP000570,Male,Yes,0,Graduate,No,3166,2064,5230,104,360,0,Urban,N
LP000571,Male,Yes,1,Graduate,No,3417,1750,5167,186,360,1,Urban,Y
LP000572,Male,Yes,,Graduate,No,5116,1451,6567,165,360,0,Urban,N
LP000573,Male,Yes,2,Graduate,No,16666,0,16666,275,360,1,Urban,Y
LP000574,Male,Yes,2,NotGraduate,No,6125,1625,7750,187,480,1,Semiurban,N
LP000575,Male,Yes,3,Graduate,No,6406,0,6406,150,360,1,Semiurban,N
LP000576,Male,Yes,2,Graduate,No,3159,461,3620,108,84,1,Urban,Y
LP000577,,Yes,0,Graduate,No,3087,2210,5297,136,360,0,Semiurban,N
LP000578,Male,No,0,Graduate,No,3229,2739,5968,110,360,1,Urban,Y
LP000579,Male,Yes,1,Graduate,No,1782,2232,4014,107,360,1,Rural,Y
LP000580,Male,No,0,Graduate,,3182,2917,6099,161,360,1,Urban,Y
LP000581,Male,Yes,2,Graduate,No,6540,0,6540,205,360,1,Semiurban,Y
LP000582,Male,No,0,Graduate,No,1836,33837,35673,90,360,1,Urban,N
LP000583,Female,Yes,0,Graduate,No,3166,0,3166,36,360,1,Semiurban,Y
LP000584,Male,Yes,1,Graduate,No,1880,0,1880,61,360,,Rural,N
LP000585,Male,Yes,1,Graduate,No,2787,1917,4704,146,360,0,Rural,N
LP000586,Male,Yes,1,Graduate,No,4283,3000,7283,172,84,1,Rural,N
LP000587,Male,Yes,0,Graduate,No,2297,1522,3819,104,360,1,Urban,Y
LP000588,Female,No,0,NotGraduate,No,2165,0,2165,70,360,1,Semiurban,Y
LP000589,,No,0,Graduate,No,4750,0,4750,94,360,1,Semiurban,Y
LP000590,Male,Yes,2,Graduate,Yes,2726,0,2726,106,360,0,Semiurban,N
LP000591,Male,Yes,0,Graduate,No,3000,3416,6416,56,180,1,Semiurban,Y
LP000592,Male,Yes,2,Graduate,Yes,6000,0,6000,205,240,1,Semiurban,N
LP000593,,No,3,Graduate,Yes,9357,0,9357,292,360,1,Semiurban,Y
LP000594,Male,Yes,0,Graduate,No,3859,3300,7159,142,180,1,Rural,Y
LP000595,Male,Yes,0,Graduate,Yes,16120,0,16120,260,360,1,Urban,Y
LP000596,Male,No,0,NotGraduate,No,3833,0,3833,110,360,1,Rural,Y
LP000597,Male,Yes,2,NotGraduate,Yes,6383,1000,7383,187,360,1,Rural,N
LP000598,Male,No,,Graduate,No,2987,0,2987,88,360,0,Semiurban,N
LP000599,Male,Yes,0,Graduate,Yes,9963,0,9963,180,360,1,Rural,Y
LP000600,Male,Yes,2,Graduate,No,5780,0,5780,192,360,1,Urban,Y
LP000601,Female,No,3,Graduate,,416,41667,42083,350,180,,Urban,N
LP000602,Male,Yes,0,NotGraduate,,2894,2792,5686,155,360,1,Rural,Y
LP000603,Male,Yes,3,Graduate,No,5703,0,5703,128,360,1,Urban,Y
LP000604,Male,No,0,Graduate,No,3676,4301,7977,172,360,1,Rural,Y
LP000605,Female,Yes,1,Graduate,No,12000,0,12000,496,360,1,Semiurban,Y
LP000606,Male,Yes,0,NotGraduate,No,2400,3800,6200,,180,1,Urban,N
LP000607,Male,Yes,1,Graduate,No,3400,2500,5900,173,360,1,Semiurban,Y
LP000608,Male,Yes,2,NotGraduate,No,3987,1411,5398,157,360,1,Rural,Y
LP000609,Male,Yes,0,Graduate,No,3232,1950,5182,108,360,1,Rural,Y
LP000610,Female,No,0,Graduate,No,2900,0,2900,71,360,1,Rural,Y
LP000611,Male,Yes,3,Graduate,No,4106,0,4106,40,180,1,Rural,Y
LP000612,Male,Yes,1,Graduate,No,8072,240,8312,253,360,1,Urban,Y
LP000613,Male,Yes,2,Graduate,No,7583,0,7583,187,360,1,Urban,Y
LP000614,Female,No,0,Graduate,Yes,4583,0,4583,133,360,0,Semiurban,N
LP000615,Male,No,0,Graduate,No,5849,0,5849,,360,1,Urban,Y
LP000616,Male,Yes,1,Graduate,No,4583,1508,6091,128,360,1,Rural,N
LP000617,Male,Yes,0,Graduate,Yes,3000,0,3000,66,360,1,Urban,Y
LP000618,Male,Yes,0,NotGraduate,No,2583,2358,4941,120,360,1,Urban,Y
LP000619,Male,No,0,Graduate,No,6000,0,6000,141,360,1,Urban,Y
LP000620,Male,Yes,2,Graduate,Yes,5417,4196,9613,267,360,1,Urban,Y
LP000621,Male,Yes,0,NotGraduate,No,2333,1516,3849,95,360,1,Urban,Y
LP000622,Male,Yes,3,Graduate,No,3036,2504,5540,158,360,0,Semiurban,N
LP000623,Male,Yes,2,Graduate,No,4006,1526,5532,168,360,1,Urban,Y
LP000624,Male,Yes,1,Graduate,No,12841,10968,23809,349,360,1,Semiurban,N
LP000625,Male,Yes,2,Graduate,No,3200,700,3900,70,360,1,Urban,Y
LP000626,Male,Yes,2,Graduate,,2500,1840,4340,109,360,1,Urban,Y
LP000627,Male,Yes,2,Graduate,No,3073,8106,11179,200,360,1,Urban,Y
LP000628,Male,No,0,Graduate,No,1853,2840,4693,114,360,1,Rural,N
LP000629,Male,Yes,2,Graduate,No,1299,1086,2385,17,120,1,Urban,Y
LP000630,Male,No,0,Graduate,No,4950,0,4950,125,360,1,Urban,Y
LP000631,Male,No,1,NotGraduate,No,3596,0,3596,100,240,,Urban,Y
LP000632,Female,No,0,Graduate,No,3510,0,3510,76,360,0,Urban,N
LP000633,Male,Yes,0,NotGraduate,No,4887,0,4887,133,360,1,Rural,N
LP000634,Male,Yes,0,Graduate,,2600,3500,6100,115,,1,Urban,Y
LP000635,Male,Yes,0,NotGraduate,No,7660,0,7660,104,360,0,Urban,N
LP000636,Male,Yes,1,Graduate,No,5955,5625,11580,315,360,1,Urban,Y
LP000637,Male,Yes,0,NotGraduate,No,2600,1911,4511,116,360,0,Semiurban,N
LP000638,,Yes,2,NotGraduate,No,3365,1917,5282,112,360,0,Rural,N
LP000639,Male,Yes,1,Graduate,,3717,2925,6642,151,360,,Semiurban,N
LP000640,Male,Yes,0,Graduate,Yes,9560,0,9560,191,360,1,Semiurban,Y
LP000641,Male,Yes,0,Graduate,No,2799,2253,5052,122,360,1,Semiurban,Y
LP000642,Male,Yes,2,NotGraduate,No,4226,1040,5266,110,360,1,Urban,Y
LP000643,Male,No,0,NotGraduate,No,1442,0,1442,35,360,1,Urban,N
LP000644,Female,No,2,Graduate,,3750,2083,5833,120,360,1,Semiurban,Y
LP000645,Male,Yes,1,Graduate,,4166,3369,7535,201,360,,Urban,N
LP000646,Male,No,0,Graduate,No,3167,0,3167,74,360,1,Urban,N
LP000647,Male,No,1,Graduate,Yes,4692,0,4692,106,360,1,Rural,N
LP000648,Male,Yes,0,Graduate,No,3500,1667,5167,114,360,1,Semiurban,Y
